text,likes,impressions,followers
"the story behind 🥐 in my dn is

when wilbur called wilburians little croissant in french, people started a trend where everyone in wilburtwt put 🥐 in their dn

people got rid of it in a few days. it was in 2022's summer, july 28th. it has been almost 6 months

i havent moved on",3,91,134
anon why is ur favorite restaurant in north carolina GOLDEN CORRAL i have so many questions,4,697,1233
"First weekend of #DryJanuary and I'm feeling good, baby! We have tried @AthleticBrewing non-alcoholic beers and they're not bad! Gonna try a few other non-alcoholic drinks for funsies!",0,32,215
The bold AI used the crepe maker as cryptocurrencies and felt dead about the termination.,0,2,46
"can't wait to move on my own so that i can lose all this extra weight i've put on while too depressed to get up, i'll start doing all the edtwt diet challenges and it'll be wonderful",0,73,39
My favorite coworker got my favorite smoothie from pulp 🥹,0,159,1122
*buys a nendo and a fancy crepe* well that’s all my extravagant spending for the month,0,46,176
a very impatient woman at the farmers market wouldn’t stop touching my shoulder and telling me to move up in line (when the vendors were still with other customers) so now I have to sit in the dark and stare at a wall so I can be normal again.,11,581,520
My favorite tho v to do is go to a restaurant or brewery and just people watch,0,28,176
"2p Checking/talking with my buddy Frank.  He needs some company so heading over to go have lunch with him.  No, I am still fasting, but available to help him think and talk.",0,30,3594
"Is there a brand of hot cocoa anyone would recommend, like something really good? Getting to the point where warm drinks would be really nice but something other than coffee all the time.",9,1974,13167
I got all excited to watch the Blue Lock episode on my lunch break and it won’t load for me 🙃🙃,0,137,300
"Im very proud of myself that in the moment of weakness i didnt run to the store to buy chips.
Also drinking kombucha now instead of wine so im still keeping it healthy.
As one of my goals.
#littlesteps",0,21,91
Breakside Cuddle Puddle   (@breaksidebrews)  is now on tap,0,9,11
Monday I'm back and the gym and next Sunday I'm starting my month long plant based diet. I'm curious to see the results.,0,62,1594
I was going to buy pizza but then my manager brought lunch for all of us today☺️,0,123,849
Y’all I made a chicken gyro with homemade tzatziki and we can’t forget the Grecian potatoes. Morale of the story is with Pinterest and clean dishes I’m unstoppable 😂😂,0,52,39
I AM GOING TO GET A CHALUPA FROM TACO BELL FOR LUNCH TODAY,0,2,117
Sushi buffet right now 🍣 Granting our son's favorite dish!,0,24,3054
.....our ulam....buto buto.....that bulalo was with litid....im recovering.....but that was stressy.....fp,0,2,0
"Avery Ellie's Brown Ale  (@AveryBrewingCo)  is on, replacing Bitterroot Barley Ridge Nut Brown Ale",0,6,5
"The Making of Bourbon
Bourbon whiskey is made by magic

sus",1,22,291
"This year, I want to be in my pretty girl era, in my lunch dates era, in my self-love era, in my solo date/solocation era and I want to be in the best version of myself era☺️🥰",39,1410,4113
"An iron law of modern Chinese society is that the running businesses doesn't extend beyond the 2nd generation.

This is as true of the Curry Laksa stall as it is of, uh, Singapore.",5,379,1019
"Best salad is Greek salad
Change my mind",3,1114,286
"Kanzaki had prepared a lunch box for me. It was very delicious. He's skilled at cooking, he's someone I hold in high regard.",0,17,220
why did this grandpa bring his little dog to the sushi restaurant.,4,131,410
Going to have a COVID Booster tomorrow at lunch time. I didn’t realise but it’s 12 months since my last. And I’m going to get back into masks. There’s a new wave coming,5,358,5801
"The ultimate alz treatment regime will be Lecanemab + pepinemab + acu193

With lifestyle intervention, low sugar diet, exercise routine, talk therapy, and music therapy",1,240,13
"Watching Soul Food as an adult, it’s little things you didn’t notice 🤣🤣🤣",2,203,859
I used a plastic fork at lunch today and it kind of felt like smoking weed in the 70’s. #yyc,12,925,5205
Wow it looks like a lot of people have strong opinions about fiber. I have to dig through all the comments. #nutrition #diet #keto,5,935,1711
"Craving a smoothie, I need it😭",0,90,79
I’ll never get over my favorite Thai restaurant’s food,0,216,59
Someone on tiktok tried to tell me that diet soda raises blood sugar but then also said that blood glucose and insulin are the same. It was wild.,0,46,57
I just want to eat palm oyel jollof rice and beans with PLENTY pepper with iru and meat 🤧🤧🤧🤧,0,414,531
"1/2lb turkey burger on organic mixed greens with Cashel bleu, horseradish aioli, lettuce and smoked bacon. #burger #nom",0,14,50
"I thought about May Castellan, alone in her kitchen, baking cookies and making sandwiches for a son who would never come home.",1,180,223
"drinking a stout from @AthleticBrewing and it's absolutely delicious. 

this is my ""decaf"" for beer. I love the taste, but the ""active ingredient"" (caffeine, alcohol) screws with my sleep.

super excited about the new wave of craft non-alcoholic beer.",0,152,1953
"Y’all I’m so scared to check my bank account! Went out last night at the bars and got drunk! I know I spent so much money on alcohol! 

I remember taking 3 shots of Tequila for $23 and then bought hella drinks 😭😭😭😭😭😭😭",8,697,2525
White peoples obsession w bad Mexican food will always baffle me,88,6460,1041
I want that YSL lunch box 😭😍,1,244,1444
Mexican food type of night,0,475,5411
"If you don’t know what foods to buy at the store when dieting 🛒

Use this grocery list to gain some ideas (SAVE for your next trip)",0,65,54
will have a lunch with his parents today 💗,0,15,35
The best part about baking almond paste cookies is there an eating the almond paste cookies. #italian,2,59,2141
craving a bento box or kbbq i’m dying,3,164,278
"pFriem CDA  (@PfriemBeer)  is on, replacing Freebridge Yard Sale",0,51,963
"The last girl that thought she was going to approach me at lunch was back in high school, and she got launched into a table and I got launched right into Engles office &amp; suspended… NOW HOW MUCH SENSE DOES THAT MA..- You know what nevermind 😂😅",1,43,545
"Going to take your lunch money and swirly you just like the bullies used to do at school

findom finsub femdom paypig humanATM",3,200,186
"How do people write an autobiography? I can barely remember what I had for lunch yesterday.

Madhavee 

JANTA KI JAAN PRIYANKA",2,10,160
"$18 for a omelette and a mini Greek salad (no chicken), these coneys have lost their dang minds.",1,37,136
my mom really going to call me at 6pm to be like “u wanna go to mcdonald’s?” girl yes let’s go get this smoothie,2,83,136
Definitely pa King a lunch for tomorrow lol,0,46,486
where is ross lunch today,1,163,588
"Wow, I know what’s the fuck for lunch",0,144,508
"Double Mountain India Red Ale  (@DoubleMountain)  is on, replacing Level Fire Flower (@levelbeer)",1,36,788
that lil ramen sauce my sister showed me is now gonna be my meal for the next 2 weeks 🤩🫶,3,41,414
"It's just that, he doesn't even CARE! He's not affected! I pester him in class until he disrupts everyone, I make him uncomfortable while he's eating lunch, I harass him in the urinal-",0,13,38
Im baking a cake for my bdayyy,1,84,617
"I literally had surgery yesterday and you call me to ask if I can drop you off at your family’s lunch then fucking yell at me for being stressed and tired. 

Fuck off.",0,33,298
"Keith Murray is the dude in HS that you wanted him to sit at your lunch table for his stories. KM is on a heater with his storytelling! Scenario: With the hole table like, “man you lying!” But be like,”did you for real? Man, Keith be wilin!” Lol!",0,45,100
I want somee thai food,1,76,1571
LETS FUCKING GO i lost 3 pounds in 1.5 weeks from dieting and light exercise now all i need to do is not fuck up and laze around again,0,50,61
don’t know if i want bento or grilled salmon,0,28,1469
"This Wed, Alfred will cook 🍇 for lunch 🙀",0,0,14
I want some comfort food real bad,0,141,530
me after eating nothing but a piece of toast and two mouthfuls of ramen all day then drinking 5 pints: why do I feel so sick!!! 😔😔,3,138,71
Man Greek salad with salmon and cheese is so good...,0,4,91
"People with houses and acres of land, natural organic foods, access to the beach, city and mountains, free/cheaper healthcare, really want to leave to come to the US",1,33,275
"Lunch with Katie. ♥️

And her husband was there too but he’s a third wheel. 

@lady_katie03",1,49,147
"I eat boys up, breakfast and lunch
Then when I'm thirsty, I drink their blood
Carnivore animal, I am a cannibal",0,2,20
"⚡️In my house dishes are cooked everyday in 2 types: 1 american dish and 1 filipino (my daughter loves pinoy dish)             ⚡️When we go out, my daughter and I eat at korean restaurant and my husband drops us off and goes to american place.      🤔Which one do you find weird?",0,12,21
"Greetings. Vietnam is always a good idea. 

Your local cuisine dish will be 🥁 
 
Vietnamese spring rolls.  

I challenge you to eat this dish with a coffee spoon!! And without closing your elegant eyes.",0,2,51
"Can we just call an end to anyone doing #dryjanuary, it absolutely threw it down earlier. All the more reason to actually support pubs and breweries at a tough time?",3,377,1056
"Just to set the record straight: I am not against Italian American cuisine; I like it. However, it is different from Italian cuisine. #italianamerican #italian",3,326,80
"I’m happy. I’ve finally reached the point of dieting where anything I eat is delicious  and I’m losing weight

Ah, magnificent",6,248,2856
Spicy ramen noodles are so so delicious 😋,0,15,65
So I decided to become a bitch and kept eating without counting all weekend and gained. But now I’m going to be serious with my diets and fasting. Also went grocery shopping since everything at home was like super high cal but now I’m all good &lt;3,0,23,0
"Not even lunch mi stop fi eat today , when I’m working I’m WORKING!",3,596,11644
"Fort George Fields of Green: Winnifred  (@fortgeorgebeer)  is on, replacing Structures In Circles (@StructuresBeer)",0,41,280
"to the mutual who i just tweeted a whole ass cake recipe to, youre welcome",2,71,194
"🗓 TMRW 10am-1pm @ Dale City Farmer's Market (14050 Gemini Way, 22192)",0,12,73
came to trulucks for the lobster roll and they only serve it for lunch… so now I gotta come back for lunch,0,119,419
"Serving you denial for breakfast, lunch, and dinner :)

findom",4,428,2407
okay. whats fo lunch,0,1,32
